URL,Label
https://en.wikipedia.org/wiki/Wikipedia:Emptying_categories_out_of_process,good
https://en.wikipedia.org/wiki/Doug_Martin_(running_back),good
https://en.wikipedia.org/wiki/Elections_in_the_Republic_of_Ireland,good
https://en.wikipedia.org/wiki/2025_in_British_television,good
https://en.wikipedia.org/wiki/Container_object,good
https://en.wikipedia.org/wiki/State-of-the-art,good
https://en.wikipedia.org/wiki/Wikipedia:Featured_articles,good
https://en.wikipedia.org/wiki/MediaWiki:FileUploadWizard.js,good
https://en.wikipedia.org/wiki/Wikipedia:External_links,good
https://en.wikipedia.org/wiki/Wikipedia:Moving_files_to_Commons,good
https://en.wikipedia.org/wiki/Computational_problem,good
https://en.wikipedia.org/wiki/Eager_evaluation,good
https://en.wikipedia.org/wiki/C._A._R._Hoare,good
https://en.wikipedia.org/wiki/Pseudorandom_number_generator,good
https://en.wikipedia.org/wiki/Wikipedia:Task_Center,good
https://en.wikipedia.org/wiki/Separation_of_concerns,good
https://en.wikipedia.org/wiki/List_of_Category_5_Atlantic_hurricanes,good
https://en.wikipedia.org/wiki/Telescope,good
https://en.wikipedia.org/wiki/United_States_Department_of_Defense,good
https://en.wikipedia.org/wiki/Croatia,good
https://en.wikipedia.org/wiki/Wikipedia:PRESERVE,good
https://en.wikipedia.org/wiki/2025_in_Israel,good
https://en.wikipedia.org/wiki/Programming_by_demonstration,good
"https://en.wikipedia.org/wiki/Wikipedia:When_in_doubt,_hide_it_in_the_woodwork",good
https://en.wikipedia.org/wiki/Deforestation_(computer_science),good
https://en.wikipedia.org/wiki/Wikipedia:Wikipedia_Signpost/Archives/2025-10-20,good
https://en.wikipedia.org/wiki/Keste_Miller,good
https://en.wikipedia.org/wiki/P:WP,good
https://en.wikipedia.org/wiki/Wikipedia:How_to_put_up_a_straight_pole_by_pushing_it_at_an_angle,good
https://en.wikipedia.org/wiki/V_(programming_language),good
https://en.wikipedia.org/wiki/Wikipedia:Avoid_using_wikilinks,good
https://en.wikipedia.org/wiki/Portal_talk:Current_events/Events_by_month,good
https://en.wikipedia.org/wiki/Wikipedia:Manual_of_Style/Music_samples,good
https://en.wikipedia.org/wiki/Research_university,good
https://en.wikipedia.org/wiki/Instructional_design,good
https://en.wikipedia.org/wiki/Template_talk:Statistical_software,good
https://en.wikipedia.org/wiki/2025_in_art,good
https://en.wikipedia.org/wiki/Wikipedia:Unopposed_AFD_discussion,good
https://en.wikipedia.org/wiki/Wikipedia:Partisanship,good
"https://en.wikipedia.org/wiki/Wikipedia:Verifiability,_not_truth",good
https://en.wikipedia.org/wiki/2025_in_anime,good
https://en.wikipedia.org/wiki/Project_Jupyter,good
https://en.wikipedia.org/wiki/USS_Gerald_R._Ford,good
https://en.wikipedia.org/wiki/2014,good
https://en.wikipedia.org/wiki/Wikipedia:It%27s_not_the_end_of_the_world,good
https://en.wikipedia.org/wiki/Hurricane_Melissa,good
https://en.wikipedia.org/wiki/Wikipedia:Requests_for_oversight,good
https://en.wikipedia.org/wiki/2025_NASCAR_Cup_Series,good
https://en.wikipedia.org/wiki/Wikipedia:List_of_companies_engaged_in_the_self-publishing_business,good
https://en.wikipedia.org/wiki/Wikipedia:Contact_us_-_Subjects,good
https://en.wikipedia.org/wiki/Wikipedia_talk:WikiProject_Computing,good
https://en.wikipedia.org/wiki/Recipe,good
https://en.wikipedia.org/wiki/Epi_Info,good
https://en.wikipedia.org/wiki/2025_in_Hong_Kong,good
https://en.wikipedia.org/wiki/Derivative,good
https://en.wikipedia.org/wiki/Adaptive_software_development,good
https://en.wikipedia.org/wiki/Tehreek-e-Labbaik_Pakistan,good
https://en.wikipedia.org/wiki/Wikipedia:Edit_summary_legend,good
https://en.wikipedia.org/wiki/Quixote_(web_framework),good
https://en.wikipedia.org/wiki/Wikipedia:Graphs_and_charts,good
https://en.wikipedia.org/wiki/Penelope_Milford,good
https://en.wikipedia.org/wiki/Glossary_of_computer_science,good
https://en.wikipedia.org/wiki/Graph_rewriting,good
https://en.wikipedia.org/wiki/Open-design_movement,good
https://en.wikipedia.org/wiki/Data_modeling,good
https://en.wikipedia.org/wiki/Sound_design,good
https://en.wikipedia.org/wiki/Cython,good
https://en.wikipedia.org/wiki/Statement_(computer_science),good
https://en.wikipedia.org/wiki/Wikipedia:Featured_topics/Green_Bay_Packers_draft_history,good
https://en.wikipedia.org/wiki/Wikipedia:Tools/Browser_tools,good
https://en.wikipedia.org/wiki/Windows_XP,good
https://en.wikipedia.org/wiki/Wikipedia:Article_wizard,good
https://en.wikipedia.org/wiki/Herb_Sutter,good
https://en.wikipedia.org/wiki/Wikipedia:Article_title_dos_and_don%27ts,good
https://en.wikipedia.org/wiki/Branch_table,good
https://en.wikipedia.org/wiki/Naboth_Manzongo,good
https://en.wikipedia.org/wiki/Wikipedia:Notability_sub-pages,good
https://en.wikipedia.org/wiki/Russia%E2%80%93Ukraine_relations,good
https://en.wikipedia.org/wiki/Wikipedia:Google_searches_and_numbers,good
https://en.wikipedia.org/wiki/Lawrence_Paulson,good
https://en.wikipedia.org/wiki/2025_in_aviation,good
https://en.wikipedia.org/wiki/Alex_Martelli,good
https://en.wikipedia.org/wiki/Wikipedia:OFFICE,good
https://en.wikipedia.org/wiki/2025_in_Uganda,good
https://en.wikipedia.org/wiki/Formal_verification,good
https://en.wikipedia.org/wiki/Wikipedia:Don%27t_delete_the_main_page,good
https://en.wikipedia.org/wiki/Wikipedia:NOTE,good
https://en.wikipedia.org/wiki/Off-side_rule,good
