URL,Label
https://ilearn.alliedirishbanking.com/?e=c2VhbXVzLmEubWNndWNraW5AYWliLmll,bad
http://ipfs.io/ipfs/bafkreibx23d34tb3xc2coamyva5k5nr54w4ltsdiq4ooekdqk7inebzbmy,bad
https://ipfs.io/ipfs/bafkreih4sn5jfsrk5vl7mntm34x37vnbmynp5ule3rl6uldwz4rf7rrbie,bad
https://ipfs.io/ipfs/bafkreib73ma455giy7qsn5qvtrbhnpoiswmaxlgffglgut2jfoetzmg72y,bad
https://ipfs.io/ipfs/bafkreihkm5mx6fxebiunul7ltvhva3yybno3lxlazhgmgc77bf65w3yrna,bad
https://ipfs.io/ipfs/bafkreibfhtuionuqkfmqvqqkwqahig3fogy2h44g5jfj2y43z43wyviy5u,bad
http://panchami12345.github.io/Amazon-Clone,bad
https://ipfs.io/ipfs/bafkreibeu7g7vgnxrd4lkfkt3qcsijvrcwdf7x6jymh36fj7t2iwsli3ey,bad
https://ipfs.io/ipfs/bafybeidmkzaajzbexqvkrxv6ajgd7jtmtocoedpil5dvz6d73aqvc525ge,bad
https://ipfs.io/ipfs/bafkreidk2s2ce3f23ehbimopuqbwdi72slhsdxrmjm7ikpn2ggrx34pm24,bad
https://ipfs.io/ipfs/bafkreihdczcpeempfvplpkal5nwc7lwwwybv7e5xtgfnxhj3us3ow4xjoy,bad
https://sitio-interno.com/ga90876229d90041e349c901690ec327810e.html,bad
http://www.excel-funds.com/,bad
http://ipfs.io/ipfs/bafybeiefmweopcohbweuohh3qm2qatgwng5ndw5iatjlpuguakrzy2db6m/finallybacknone.html,bad
https://ipfs.io/ipfs/bafkreifhmsopp633diavo3q4hl4ttcutvrhokrd7lmqqv2o4xqoe56vwrq,bad
https://rbfcu-star.azurewebsites.net/(S(qbthdvao0lz0k1ivuzmvrnri))/Main/Login,bad
https://rbfcu-star.azurewebsites.net/(S(2kjzu1ibj0iq3kxxmcr50le3))/,bad
http://ipfs.io/ipfs/bafkreief3pur7h5lw5rzhyxlqj5vpp3wpkq3twuahxhfrwahjwfk5dfviu,bad
http://se-muhammad-shamoil.github.io/Netflix-front-end-clone,bad
https://cs816461-wordpress-htmak.tw1.ru/wp-content/plugins/DSSDS/pages/region.php,bad
https://shadnxgrid.com/,bad
https://ipfs.io/ipfs/bafkreiakf4hqmruht4hh5dyb4fgkw4oa5zcgt3gm6zawzx7iettzysgxt4,bad
https://ledgerwalletmanager.web.app/,bad
http://get-trze-bridg-auth.pages.dev/,bad
https://ipfs.io/ipfs/bafkreibeau73kgyxhs6d6layjd4gsmn2v6bb2tfjwxjlpnq5hq3xhw4sxi,bad
http://ektakhokhar.github.io/amazon-homepage-UI,bad
http://codewithayush-04.github.io/amazonclonebyayush,bad
http://pay.mojdpd.si/Payment/DPD2001/16965010172090,bad
http://pay.mojdpd.si/Payment/DPD2001/16962036055705,bad
https://pay.mojdpd.si/Payment/DPD2001/16962035685388,bad
https://pay.mojdpd.si/Payment/DPD2001/16962029280717,bad
https://pay.mojdpd.si/Payment/DPD2001/16962033790072,bad
https://simdesk.ubisimvr.cyou/,bad
http://freelanceakunkerja.id/,bad
http://live-openseasmint22.vercel.app/,bad
http://live-openseasmint27.vercel.app/,bad
http://live-openseasmint23.vercel.app/,bad
http://live-openseasmint12.vercel.app/,bad
http://live-openseasmint30.vercel.app/,bad
http://live-openseasmint16.vercel.app/,bad
http://live-openseasmint20.vercel.app/,bad
http://live-openseasmint24.vercel.app/,bad
http://live-openseasmint25.vercel.app/,bad
http://live-openseasmint26.vercel.app/,bad
http://live-openseasmint28.vercel.app/,bad
http://live-openseasmint13.vercel.app/,bad
http://live-openseasmint31.vercel.app/,bad
http://live-openseasmint29.vercel.app/,bad
http://live-openseasmint15.vercel.app/,bad
http://live-openseasmint11.vercel.app/,bad
http://live-openseasmint19.vercel.app/,bad
http://live-openseasmint17.vercel.app/,bad
http://live-openseasmint18.vercel.app/,bad
http://pay.mojdpd.si/Payment/DPD2001/16955007620984,bad
http://pay.mojdpd.si/Payment/DPD2001/16962036750227,bad
http://pay.mojdpd.si/Payment/DPD2001/16965010172154,bad
http://pay.mojdpd.si/Payment/DPD2001/16962029720542,bad
http://pay.mojdpd.si/Payment/DPD2001/16952014164227,bad
http://pay.mojdpd.si/Payment/DPD2001/16952012281125,bad
http://pay.mojdpd.si/Payment/DPD2001/16952014266991,bad
http://pay.mojdpd.si/Payment/DPD2001/16962028318794,bad
http://pay.mojdpd.si/Payment/DPD2001/16952013594211,bad
https://honeydew-tapir-676096.hostingersite.com/,bad
http://pub-27abcd6e2c73471398f7bd7dc6644062.r2.dev/wallet.html,bad
https://www.coinbase-1.vercel.app/,bad
http://l1.zoe-a.life/blog/cgi-ent/link.html,bad
https://netw0rkox-as2j.4everland.app/,bad
http://siam2p.github.io/Facebook-login-page-,bad
http://supportfrrrr.cloudaccess.host/nickel/home/nkl-log.php,bad
http://supportfrrrr.cloudaccess.host/nickel/home/,bad
https://swathigagv.github.io/amazon-clone.github.io/,bad
http://swathigagv.github.io/amazon-clone.github.io,bad
https://metamaixkogin.gitbook.io/,bad
http://go.ly/ThQ68,bad
https://php-3c34e.wasmer.app/,bad
http://pub-40ea7438bede4d77bad8f6c9675b1885.r2.dev/index.html,bad
https://godprox.cc/go/y2a4v284/y284v2,bad
https://veliboss.cc/trs/?b=YTo0OntzOjU6ImxhYmVsIjtzOjA6IiI7czozOiJ1c3IiO2k6MTQxNztzOjQ6Im5vcGQiO3M6MTA6ImdvZHByb3guY2MiO3M6MToibyI7aToxMjE7fQ==,bad
https://kkinstagram.com/reel/DQB03YTCPdD/?igsh=dnNiemVwZG44cHBi,bad
https://cz915085.tw1.ru/,bad
https://iopri.com/abb18,bad
https://access-iostrt-trezors.pages.dev/,bad
https://logins-ledgers-liven-en-us.pages.dev/,bad
http://tcprosystem.co.th/serviceenligne/supportamendes/slodir=truewev/confirmerinfospage.php,bad
https://hg1001hs.marrish88.com/index.php/product/list-83,bad
https://live-openseasmint10.vercel.app/,bad
https://live-openseasmint21.vercel.app/,bad
https://offerte-vodafone.it/fibra-unlimited,bad
