url,Label
http://www.liquidgeneration.com/,good
http://www.onlineuniversities.com/,good
http://www.google.com/,good
http://www.aaps.k12.mi.us/,good
http://www.indiastudychannel.com/,good
http://www.hcpss.org/,good
http://www.bankofamerica.com/,good
http://www.newyorklife.com/,good
http://www.microsoft.com/,good
http://www.youtube.com/,good
https://www.facebook.com/,good
https://www.twitter.com/,good
https://www.instagram.com/,good
https://www.linkedin.com/,good
http://evil.com/login.php,bad
http://paypal.com.safe-login.net/verify,bad
http://secure-online-banking.info/update.html,bad
http://apple.com-support-alert.com/signin,bad
http://verify-your-account.biz/login,bad
http://google.com-security-alert.org/pass,bad
http://update.microsoft.com.secure.net/fix,bad
http://www.amaz0n.com/myaccount/login,bad
http://www.wellsfargo.com.online.safelogin.com/update,bad
http://www.chase.com.accounts.security.info/verify,bad
